ReceiptDate;Qty;Month;Year;WeekDay;LastQty;Interval;PeriodsSepLastTwoNnZeroDemands;ZNZDemand
2013-06-06;1;6;2013;3;;;;1
2013-06-07;0;6;2013;4;1.0;1.0;;0
2013-06-08;0;6;2013;5;1.0;2.0;;0
2013-06-09;0;6;2013;6;1.0;3.0;;0
2013-06-10;0;6;2013;0;1.0;4.0;;0
2013-06-11;0;6;2013;1;1.0;5.0;;0
2013-06-12;0;6;2013;2;1.0;6.0;;0
2013-06-13;0;6;2013;3;1.0;7.0;;0
2013-06-14;0;6;2013;4;1.0;8.0;;0
2013-06-15;0;6;2013;5;1.0;9.0;;0
2013-06-16;0;6;2013;6;1.0;10.0;;0
2013-06-17;0;6;2013;0;1.0;11.0;;0
2013-06-18;0;6;2013;1;1.0;12.0;;0
2013-06-19;0;6;2013;2;1.0;13.0;;0
2013-06-20;0;6;2013;3;1.0;14.0;;0
2013-06-21;0;6;2013;4;1.0;15.0;;0
2013-06-22;0;6;2013;5;1.0;16.0;;0
2013-06-23;0;6;2013;6;1.0;17.0;;0
2013-06-24;0;6;2013;0;1.0;18.0;;0
2013-06-25;0;6;2013;1;1.0;19.0;;0
2013-06-26;0;6;2013;2;1.0;20.0;;0
2013-06-27;0;6;2013;3;1.0;21.0;;0
2013-06-28;0;6;2013;4;1.0;22.0;;0
2013-06-29;0;6;2013;5;1.0;23.0;;0
2013-06-30;0;6;2013;6;1.0;24.0;;0
2013-07-01;0;7;2013;0;1.0;25.0;;0
2013-07-02;0;7;2013;1;1.0;26.0;;0
2013-07-03;0;7;2013;2;1.0;27.0;;0
2013-07-04;0;7;2013;3;1.0;28.0;;0
2013-07-05;0;7;2013;4;1.0;29.0;;0
2013-07-06;0;7;2013;5;1.0;30.0;;0
2013-07-07;0;7;2013;6;1.0;31.0;;0
2013-07-08;0;7;2013;0;1.0;32.0;;0
2013-07-09;0;7;2013;1;1.0;33.0;;0
2013-07-10;0;7;2013;2;1.0;34.0;;0
2013-07-11;0;7;2013;3;1.0;35.0;;0
2013-07-12;0;7;2013;4;1.0;36.0;;0
2013-07-13;0;7;2013;5;1.0;37.0;;0
2013-07-14;0;7;2013;6;1.0;38.0;;0
2013-07-15;0;7;2013;0;1.0;39.0;;0
2013-07-16;0;7;2013;1;1.0;40.0;;0
2013-07-17;0;7;2013;2;1.0;41.0;;0
2013-07-18;0;7;2013;3;1.0;42.0;;0
2013-07-19;0;7;2013;4;1.0;43.0;;0
2013-07-20;0;7;2013;5;1.0;44.0;;0
2013-07-21;0;7;2013;6;1.0;45.0;;0
2013-07-22;0;7;2013;0;1.0;46.0;;0
2013-07-23;0;7;2013;1;1.0;47.0;;0
2013-07-24;0;7;2013;2;1.0;48.0;;0
2013-07-25;0;7;2013;3;1.0;49.0;;0
2013-07-26;0;7;2013;4;1.0;50.0;;0
2013-07-27;0;7;2013;5;1.0;51.0;;0
2013-07-28;0;7;2013;6;1.0;52.0;;0
2013-07-29;0;7;2013;0;1.0;53.0;;0
2013-07-30;0;7;2013;1;1.0;54.0;;0
2013-07-31;0;7;2013;2;1.0;55.0;;0
2013-08-01;0;8;2013;3;1.0;56.0;;0
2013-08-02;2;8;2013;4;1.0;57.0;;1
2013-08-03;0;8;2013;5;2.0;1.0;57.0;0
2013-08-04;0;8;2013;6;2.0;2.0;57.0;0
2013-08-05;0;8;2013;0;2.0;3.0;57.0;0
2013-08-06;0;8;2013;1;2.0;4.0;57.0;0
2013-08-07;0;8;2013;2;2.0;5.0;57.0;0
2013-08-08;0;8;2013;3;2.0;6.0;57.0;0
