ReceiptDate;Qty;Month;Year;WeekDay;LastQty;Interval;PeriodsSepLastTwoNnZeroDemands;ZNZDemand
2016-05-24;5;5;2016;1;;;;1
2016-05-25;0;5;2016;2;5.0;1.0;;0
2016-05-26;0;5;2016;3;5.0;2.0;;0
2016-05-27;0;5;2016;4;5.0;3.0;;0
2016-05-28;0;5;2016;5;5.0;4.0;;0
2016-05-29;0;5;2016;6;5.0;5.0;;0
2016-05-30;0;5;2016;0;5.0;6.0;;0
2016-05-31;0;5;2016;1;5.0;7.0;;0
2016-06-01;0;6;2016;2;5.0;8.0;;0
2016-06-02;0;6;2016;3;5.0;9.0;;0
2016-06-03;0;6;2016;4;5.0;10.0;;0
2016-06-04;0;6;2016;5;5.0;11.0;;0
2016-06-05;0;6;2016;6;5.0;12.0;;0
2016-06-06;0;6;2016;0;5.0;13.0;;0
2016-06-07;0;6;2016;1;5.0;14.0;;0
2016-06-08;0;6;2016;2;5.0;15.0;;0
2016-06-09;0;6;2016;3;5.0;16.0;;0
2016-06-10;0;6;2016;4;5.0;17.0;;0
2016-06-11;0;6;2016;5;5.0;18.0;;0
2016-06-12;0;6;2016;6;5.0;19.0;;0
2016-06-13;0;6;2016;0;5.0;20.0;;0
2016-06-14;0;6;2016;1;5.0;21.0;;0
2016-06-15;0;6;2016;2;5.0;22.0;;0
2016-06-16;0;6;2016;3;5.0;23.0;;0
2016-06-17;0;6;2016;4;5.0;24.0;;0
2016-06-18;0;6;2016;5;5.0;25.0;;0
2016-06-19;0;6;2016;6;5.0;26.0;;0
2016-06-20;0;6;2016;0;5.0;27.0;;0
2016-06-21;0;6;2016;1;5.0;28.0;;0
2016-06-22;0;6;2016;2;5.0;29.0;;0
2016-06-23;0;6;2016;3;5.0;30.0;;0
2016-06-24;0;6;2016;4;5.0;31.0;;0
2016-06-25;0;6;2016;5;5.0;32.0;;0
2016-06-26;0;6;2016;6;5.0;33.0;;0
2016-06-27;0;6;2016;0;5.0;34.0;;0
2016-06-28;0;6;2016;1;5.0;35.0;;0
2016-06-29;0;6;2016;2;5.0;36.0;;0
2016-06-30;0;6;2016;3;5.0;37.0;;0
2016-07-01;0;7;2016;4;5.0;38.0;;0
2016-07-02;0;7;2016;5;5.0;39.0;;0
2016-07-03;0;7;2016;6;5.0;40.0;;0
2016-07-04;0;7;2016;0;5.0;41.0;;0
2016-07-05;0;7;2016;1;5.0;42.0;;0
2016-07-06;0;7;2016;2;5.0;43.0;;0
2016-07-07;0;7;2016;3;5.0;44.0;;0
2016-07-08;0;7;2016;4;5.0;45.0;;0
2016-07-09;0;7;2016;5;5.0;46.0;;0
2016-07-10;0;7;2016;6;5.0;47.0;;0
2016-07-11;0;7;2016;0;5.0;48.0;;0
2016-07-12;0;7;2016;1;5.0;49.0;;0
