ReceiptDate;Qty;Month;Year;WeekDay;LastQty;Interval;PeriodsSepLastTwoNnZeroDemands;ZNZDemand
2012-11-15;22;11;2012;3;;;;1
2012-11-16;0;11;2012;4;22.0;1.0;;0
2012-11-17;0;11;2012;5;22.0;2.0;;0
2012-11-18;0;11;2012;6;22.0;3.0;;0
2012-11-19;0;11;2012;0;22.0;4.0;;0
2012-11-20;0;11;2012;1;22.0;5.0;;0
2012-11-21;0;11;2012;2;22.0;6.0;;0
2012-11-22;0;11;2012;3;22.0;7.0;;0
2012-11-23;0;11;2012;4;22.0;8.0;;0
2012-11-24;0;11;2012;5;22.0;9.0;;0
2012-11-25;0;11;2012;6;22.0;10.0;;0
2012-11-26;0;11;2012;0;22.0;11.0;;0
2012-11-27;0;11;2012;1;22.0;12.0;;0
2012-11-28;0;11;2012;2;22.0;13.0;;0
2012-11-29;0;11;2012;3;22.0;14.0;;0
2012-11-30;0;11;2012;4;22.0;15.0;;0
2012-12-01;0;12;2012;5;22.0;16.0;;0
2012-12-02;0;12;2012;6;22.0;17.0;;0
2012-12-03;0;12;2012;0;22.0;18.0;;0
2012-12-04;0;12;2012;1;22.0;19.0;;0
2012-12-05;0;12;2012;2;22.0;20.0;;0
2012-12-06;0;12;2012;3;22.0;21.0;;0
2012-12-07;0;12;2012;4;22.0;22.0;;0
2012-12-08;0;12;2012;5;22.0;23.0;;0
2012-12-09;0;12;2012;6;22.0;24.0;;0
2012-12-10;0;12;2012;0;22.0;25.0;;0
2012-12-11;0;12;2012;1;22.0;26.0;;0
2012-12-12;3;12;2012;2;22.0;27.0;;1
